Month,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,MeanValue,DateTime,Train
1998-01-01,61879,10589,Somers,NY,New York,Westchester,8588,231900.0,1998-01-01,missing
1998-01-01,61903,10709,Eastchester,NY,New York,Westchester,8767,284400.0,1998-01-01,missing
1998-01-01,61845,10536,Somers,NY,New York,Westchester,8775,336900.0,1998-01-01,missing
1998-01-01,61890,10604,White Plains,NY,New York,Westchester,8873,277000.0,1998-01-01,HARLEM
1998-01-01,61825,10510,Briarcliff Manor,NY,New York,Westchester,8962,361400.0,1998-01-01,missing
1998-01-01,61860,10553,Mount Vernon,NY,New York,Westchester,8967,170400.0,1998-01-01,missing
1998-01-01,61900,10706,Hastings on Hudson,NY,New York,Westchester,8998,294100.0,1998-01-01,HUDSON
1998-01-01,61836,10523,Elmsford,NY,New York,Westchester,9210,214100.0,1998-01-01,missing
1998-01-01,61843,10533,Irvington,NY,New York,Westchester,9586,372400.0,1998-01-01,HUDSON
1998-01-01,61820,10504,North Castle,NY,New York,Westchester,9724,530400.0,1998-01-01,missing
1998-01-01,61854,10547,Yorktown,NY,New York,Westchester,9801,176100.0,1998-01-01,missing
1998-01-01,61880,10590,Lewisboro,NY,New York,Westchester,10031,320200.0,1998-01-01,missing
1998-01-01,61893,10607,Greenburgh,NY,New York,Westchester,10334,233000.0,1998-01-01,missing
1998-01-01,61883,10595,Valhalla,NY,New York,Westchester,10472,264900.0,1998-01-01,HARLEM
1998-01-01,61822,10506,Bedford,NY,New York,Westchester,10568,519100.0,1998-01-01,missing
1998-01-01,61823,10507,Bedford,NY,New York,Westchester,10578,280200.0,1998-01-01,missing
1998-01-01,61818,10502,Ardsley,NY,New York,Westchester,10759,296600.0,1998-01-01,missing
1998-01-01,61871,10576,Pound Ridge,NY,New York,Westchester,10966,460100.0,1998-01-01,missing
1998-01-01,61842,10532,Hawthorne,NY,New York,Westchester,11374,245500.0,1998-01-01,HARLEM
1998-01-01,61863,10560,North Salem,NY,New York,Westchester,11464,269600.0,1998-01-01,missing
1998-01-01,61882,10594,Thornwood,NY,New York,Westchester,11644,285400.0,1998-01-01,missing
1998-01-01,61878,10588,Somers,NY,New York,Westchester,13069,181700.0,1998-01-01,missing
1998-01-01,61846,10537,Cortlandt Manor,NY,New York,Westchester,13340,116000.0,1998-01-01,missing
1998-01-01,61872,10577,Purchase,NY,New York,Westchester,13382,663200.0,1998-01-01,missing
1998-01-01,61838,10526,Goldens Bridge,NY,New York,Westchester,13854,271100.0,1998-01-01,HARLEM
1998-01-01,61853,10546,Chappaqua,NY,New York,Westchester,14350,303800.0,1998-01-01,HARLEM
1998-01-01,61831,10518,Lewisboro,NY,New York,Westchester,14531,303900.0,1998-01-01,missing
1998-01-01,61817,10501,Somers,NY,New York,Westchester,14621,313700.0,1998-01-01,missing
1998-02-01,61895,10701,Yonkers,NY,New York,Westchester,275,186100.0,1998-02-01,HUDSON
1998-02-01,61876,10583,Scarsdale,NY,New York,Westchester,2142,457900.0,1998-02-01,HARLEM
1998-02-01,61905,10801,New Rochelle,NY,New York,Westchester,2355,221500.0,1998-02-01,NEWHAVEN
1998-02-01,61899,10705,Yonkers,NY,New York,Westchester,2384,193900.0,1998-02-01,HUDSON
1998-02-01,61870,10573,Port Chester,NY,New York,Westchester,2897,276900.0,1998-02-01,NEWHAVEN
1998-02-01,61898,10704,Yonkers,NY,New York,Westchester,3165,175500.0,1998-02-01,HUDSON
1998-02-01,61864,10562,Ossining,NY,New York,Westchester,3473,217100.0,1998-02-01,HUDSON
1998-02-01,61904,10710,Yonkers,NY,New York,Westchester,4126,214800.0,1998-02-01,HUDSON
1998-02-01,61886,10598,Yorktown,NY,New York,Westchester,4137,208900.0,1998-02-01,missing
1998-02-01,61902,10708,Eastchester,NY,New York,Westchester,4470,344600.0,1998-02-01,missing
1998-02-01,61865,10566,Peekskill,NY,New York,Westchester,4580,145100.0,1998-02-01,HUDSON
1998-02-01,61881,10591,Sleepy Hollow,NY,New York,Westchester,4983,277100.0,1998-02-01,missing
1998-02-01,61859,10552,Mount Vernon,NY,New York,Westchester,5136,233600.0,1998-02-01,missing
1998-02-01,61851,10543,Mamaroneck,NY,New York,Westchester,5838,311600.0,1998-02-01,NEWHAVEN
1998-02-01,61891,10605,White Plains,NY,New York,Westchester,5843,341700.0,1998-02-01,HARLEM
1998-02-01,61897,10703,Yonkers,NY,New York,Westchester,5850,169300.0,1998-02-01,HUDSON
1998-02-01,61909,10805,New Rochelle,NY,New York,Westchester,6064,249700.0,1998-02-01,NEWHAVEN
1998-02-01,61889,10603,Greenburgh,NY,New York,Westchester,6127,230100.0,1998-02-01,missing
1998-02-01,61847,10538,Larchmont,NY,New York,Westchester,6435,429600.0,1998-02-01,NEWHAVEN
1998-02-01,61866,10567,Cortlandt Manor,NY,New York,Westchester,6618,187000.0,1998-02-01,missing
1998-02-01,61875,10580,Rye,NY,New York,Westchester,6626,538100.0,1998-02-01,NEWHAVEN
1998-02-01,61856,10549,Mount Kisco,NY,New York,Westchester,6670,351700.0,1998-02-01,HARLEM
1998-02-01,61841,10530,Hartsdale,NY,New York,Westchester,6808,265600.0,1998-02-01,HARLEM
1998-02-01,61892,10606,White Plains,NY,New York,Westchester,7268,253400.0,1998-02-01,HARLEM
1998-02-01,61833,10520,Croton-on-Hudson,NY,New York,Westchester,7477,238900.0,1998-02-01,missing
1998-02-01,61908,10804,New Rochelle,NY,New York,Westchester,7575,340000.0,1998-02-01,NEWHAVEN
1998-02-01,61840,10528,Harrison,NY,New York,Westchester,7979,514700.0,1998-02-01,NEWHAVEN
1998-02-01,61907,10803,Pelham,NY,New York,Westchester,8106,324800.0,1998-02-01,NEWHAVEN
1998-02-01,61867,10570,Pleasantville,NY,New York,Westchester,8198,300000.0,1998-02-01,HARLEM
1998-02-01,61901,10707,Yonkers,NY,New York,Westchester,8312,261200.0,1998-02-01,HUDSON
1998-02-01,61835,10522,Dobbs Ferry,NY,New York,Westchester,8519,306100.0,1998-02-01,HUDSON
1998-02-01,61828,10514,Chappaqua,NY,New York,Westchester,8526,466700.0,1998-02-01,HARLEM
1998-02-01,61879,10589,Somers,NY,New York,Westchester,8588,233100.0,1998-02-01,missing
1998-02-01,61903,10709,Eastchester,NY,New York,Westchester,8767,285400.0,1998-02-01,missing
1998-02-01,61845,10536,Somers,NY,New York,Westchester,8775,338300.0,1998-02-01,missing
1998-02-01,61890,10604,White Plains,NY,New York,Westchester,8873,279800.0,1998-02-01,HARLEM
1998-02-01,61825,10510,Briarcliff Manor,NY,New York,Westchester,8962,363500.0,1998-02-01,missing
1998-02-01,61860,10553,Mount Vernon,NY,New York,Westchester,8967,170900.0,1998-02-01,missing
1998-02-01,61900,10706,Hastings on Hudson,NY,New York,Westchester,8998,296100.0,1998-02-01,HUDSON
1998-02-01,61836,10523,Elmsford,NY,New York,Westchester,9210,215500.0,1998-02-01,missing
1998-02-01,61843,10533,Irvington,NY,New York,Westchester,9586,373400.0,1998-02-01,HUDSON
1998-02-01,61820,10504,North Castle,NY,New York,Westchester,9724,532200.0,1998-02-01,missing
1998-02-01,61854,10547,Yorktown,NY,New York,Westchester,9801,177100.0,1998-02-01,missing
1998-02-01,61880,10590,Lewisboro,NY,New York,Westchester,10031,322800.0,1998-02-01,missing
1998-02-01,61893,10607,Greenburgh,NY,New York,Westchester,10334,233900.0,1998-02-01,missing
1998-02-01,61883,10595,Valhalla,NY,New York,Westchester,10472,266200.0,1998-02-01,HARLEM
1998-02-01,61822,10506,Bedford,NY,New York,Westchester,10568,523800.0,1998-02-01,missing
1998-02-01,61823,10507,Bedford,NY,New York,Westchester,10578,281100.0,1998-02-01,missing
1998-02-01,61818,10502,Ardsley,NY,New York,Westchester,10759,298800.0,1998-02-01,missing
1998-02-01,61871,10576,Pound Ridge,NY,New York,Westchester,10966,462200.0,1998-02-01,missing
1998-02-01,61842,10532,Hawthorne,NY,New York,Westchester,11374,246800.0,1998-02-01,HARLEM
1998-02-01,61863,10560,North Salem,NY,New York,Westchester,11464,270800.0,1998-02-01,missing
1998-02-01,61882,10594,Thornwood,NY,New York,Westchester,11644,286600.0,1998-02-01,missing
1998-02-01,61878,10588,Somers,NY,New York,Westchester,13069,183300.0,1998-02-01,missing
1998-02-01,61846,10537,Cortlandt Manor,NY,New York,Westchester,13340,116600.0,1998-02-01,missing
1998-02-01,61872,10577,Purchase,NY,New York,Westchester,13382,670100.0,1998-02-01,missing
1998-02-01,61838,10526,Goldens Bridge,NY,New York,Westchester,13854,270800.0,1998-02-01,HARLEM
1998-02-01,61853,10546,Chappaqua,NY,New York,Westchester,14350,307200.0,1998-02-01,HARLEM
1998-02-01,61831,10518,Lewisboro,NY,New York,Westchester,14531,303000.0,1998-02-01,missing
1998-02-01,61817,10501,Somers,NY,New York,Westchester,14621,315600.0,1998-02-01,missing
1998-03-01,61895,10701,Yonkers,NY,New York,Westchester,275,187000.0,1998-03-01,HUDSON
1998-03-01,61876,10583,Scarsdale,NY,New York,Westchester,2142,460600.0,1998-03-01,HARLEM
1998-03-01,61905,10801,New Rochelle,NY,New York,Westchester,2355,222200.0,1998-03-01,NEWHAVEN
1998-03-01,61899,10705,Yonkers,NY,New York,Westchester,2384,194900.0,1998-03-01,HUDSON
1998-03-01,61870,10573,Port Chester,NY,New York,Westchester,2897,278700.0,1998-03-01,NEWHAVEN
1998-03-01,61898,10704,Yonkers,NY,New York,Westchester,3165,176000.0,1998-03-01,HUDSON
1998-03-01,61864,10562,Ossining,NY,New York,Westchester,3473,217000.0,1998-03-01,HUDSON
1998-03-01,61904,10710,Yonkers,NY,New York,Westchester,4126,214700.0,1998-03-01,HUDSON
1998-03-01,61886,10598,Yorktown,NY,New York,Westchester,4137,210000.0,1998-03-01,missing
1998-03-01,61902,10708,Eastchester,NY,New York,Westchester,4470,346200.0,1998-03-01,missing
1998-03-01,61865,10566,Peekskill,NY,New York,Westchester,4580,145500.0,1998-03-01,HUDSON
1998-03-01,61881,10591,Sleepy Hollow,NY,New York,Westchester,4983,278700.0,1998-03-01,missing
1998-03-01,61859,10552,Mount Vernon,NY,New York,Westchester,5136,234300.0,1998-03-01,missing
1998-03-01,61851,10543,Mamaroneck,NY,New York,Westchester,5838,313700.0,1998-03-01,NEWHAVEN
1998-03-01,61891,10605,White Plains,NY,New York,Westchester,5843,343700.0,1998-03-01,HARLEM
1998-03-01,61897,10703,Yonkers,NY,New York,Westchester,5850,170500.0,1998-03-01,HUDSON
1998-03-01,61909,10805,New Rochelle,NY,New York,Westchester,6064,249400.0,1998-03-01,NEWHAVEN
1998-03-01,61889,10603,Greenburgh,NY,New York,Westchester,6127,230900.0,1998-03-01,missing
1998-03-01,61847,10538,Larchmont,NY,New York,Westchester,6435,433100.0,1998-03-01,NEWHAVEN
1998-03-01,61866,10567,Cortlandt Manor,NY,New York,Westchester,6618,187400.0,1998-03-01,missing
1998-03-01,61875,10580,Rye,NY,New York,Westchester,6626,539400.0,1998-03-01,NEWHAVEN
1998-03-01,61856,10549,Mount Kisco,NY,New York,Westchester,6670,353300.0,1998-03-01,HARLEM
1998-03-01,61841,10530,Hartsdale,NY,New York,Westchester,6808,266900.0,1998-03-01,HARLEM
1998-03-01,61892,10606,White Plains,NY,New York,Westchester,7268,254900.0,1998-03-01,HARLEM
1998-03-01,61833,10520,Croton-on-Hudson,NY,New York,Westchester,7477,240700.0,1998-03-01,missing
1998-03-01,61908,10804,New Rochelle,NY,New York,Westchester,7575,341700.0,1998-03-01,NEWHAVEN
1998-03-01,61840,10528,Harrison,NY,New York,Westchester,7979,518900.0,1998-03-01,NEWHAVEN
1998-03-01,61907,10803,Pelham,NY,New York,Westchester,8106,326700.0,1998-03-01,NEWHAVEN
1998-03-01,61867,10570,Pleasantville,NY,New York,Westchester,8198,301000.0,1998-03-01,HARLEM
1998-03-01,61901,10707,Yonkers,NY,New York,Westchester,8312,262200.0,1998-03-01,HUDSON
1998-03-01,61835,10522,Dobbs Ferry,NY,New York,Westchester,8519,307800.0,1998-03-01,HUDSON
1998-03-01,61828,10514,Chappaqua,NY,New York,Westchester,8526,467300.0,1998-03-01,HARLEM
1998-03-01,61879,10589,Somers,NY,New York,Westchester,8588,234300.0,1998-03-01,missing
1998-03-01,61903,10709,Eastchester,NY,New York,Westchester,8767,286200.0,1998-03-01,missing
1998-03-01,61845,10536,Somers,NY,New York,Westchester,8775,339600.0,1998-03-01,missing
1998-03-01,61890,10604,White Plains,NY,New York,Westchester,8873,282500.0,1998-03-01,HARLEM
1998-03-01,61825,10510,Briarcliff Manor,NY,New York,Westchester,8962,365500.0,1998-03-01,missing
1998-03-01,61860,10553,Mount Vernon,NY,New York,Westchester,8967,171400.0,1998-03-01,missing
1998-03-01,61900,10706,Hastings on Hudson,NY,New York,Westchester,8998,297900.0,1998-03-01,HUDSON
1998-03-01,61836,10523,Elmsford,NY,New York,Westchester,9210,216600.0,1998-03-01,missing
1998-03-01,61843,10533,Irvington,NY,New York,Westchester,9586,374100.0,1998-03-01,HUDSON
1998-03-01,61820,10504,North Castle,NY,New York,Westchester,9724,533600.0,1998-03-01,missing
1998-03-01,61854,10547,Yorktown,NY,New York,Westchester,9801,178000.0,1998-03-01,missing
1998-03-01,61880,10590,Lewisboro,NY,New York,Westchester,10031,325600.0,1998-03-01,missing
1998-03-01,61893,10607,Greenburgh,NY,New York,Westchester,10334,234600.0,1998-03-01,missing
1998-03-01,61883,10595,Valhalla,NY,New York,Westchester,10472,267400.0,1998-03-01,HARLEM
1998-03-01,61822,10506,Bedford,NY,New York,Westchester,10568,528200.0,1998-03-01,missing
1998-03-01,61823,10507,Bedford,NY,New York,Westchester,10578,281700.0,1998-03-01,missing
1998-03-01,61818,10502,Ardsley,NY,New York,Westchester,10759,300800.0,1998-03-01,missing
1998-03-01,61871,10576,Pound Ridge,NY,New York,Westchester,10966,464000.0,1998-03-01,missing
1998-03-01,61842,10532,Hawthorne,NY,New York,Westchester,11374,247900.0,1998-03-01,HARLEM
1998-03-01,61863,10560,North Salem,NY,New York,Westchester,11464,272300.0,1998-03-01,missing
1998-03-01,61882,10594,Thornwood,NY,New York,Westchester,11644,287800.0,1998-03-01,missing
1998-03-01,61878,10588,Somers,NY,New York,Westchester,13069,184800.0,1998-03-01,missing
1998-03-01,61846,10537,Cortlandt Manor,NY,New York,Westchester,13340,117200.0,1998-03-01,missing
1998-03-01,61872,10577,Purchase,NY,New York,Westchester,13382,676800.0,1998-03-01,missing
1998-03-01,61838,10526,Goldens Bridge,NY,New York,Westchester,13854,270700.0,1998-03-01,HARLEM
1998-03-01,61853,10546,Chappaqua,NY,New York,Westchester,14350,310400.0,1998-03-01,HARLEM
1998-03-01,61831,10518,Lewisboro,NY,New York,Westchester,14531,302400.0,1998-03-01,missing
1998-03-01,61817,10501,Somers,NY,New York,Westchester,14621,317300.0,1998-03-01,missing
1998-04-01,61895,10701,Yonkers,NY,New York,Westchester,275,188000.0,1998-04-01,HUDSON
1998-04-01,61876,10583,Scarsdale,NY,New York,Westchester,2142,463500.0,1998-04-01,HARLEM
1998-04-01,61905,10801,New Rochelle,NY,New York,Westchester,2355,223200.0,1998-04-01,NEWHAVEN
1998-04-01,61899,10705,Yonkers,NY,New York,Westchester,2384,196000.0,1998-04-01,HUDSON
1998-04-01,61870,10573,Port Chester,NY,New York,Westchester,2897,280400.0,1998-04-01,NEWHAVEN
1998-04-01,61898,10704,Yonkers,NY,New York,Westchester,3165,176700.0,1998-04-01,HUDSON
1998-04-01,61864,10562,Ossining,NY,New York,Westchester,3473,217100.0,1998-04-01,HUDSON
1998-04-01,61904,10710,Yonkers,NY,New York,Westchester,4126,214600.0,1998-04-01,HUDSON
1998-04-01,61886,10598,Yorktown,NY,New York,Westchester,4137,211000.0,1998-04-01,missing
1998-04-01,61902,10708,Eastchester,NY,New York,Westchester,4470,347700.0,1998-04-01,missing
1998-04-01,61865,10566,Peekskill,NY,New York,Westchester,4580,145900.0,1998-04-01,HUDSON
1998-04-01,61881,10591,Sleepy Hollow,NY,New York,Westchester,4983,280200.0,1998-04-01,missing
1998-04-01,61859,10552,Mount Vernon,NY,New York,Westchester,5136,235000.0,1998-04-01,missing
1998-04-01,61851,10543,Mamaroneck,NY,New York,Westchester,5838,315900.0,1998-04-01,NEWHAVEN
1998-04-01,61891,10605,White Plains,NY,New York,Westchester,5843,346100.0,1998-04-01,HARLEM
1998-04-01,61897,10703,Yonkers,NY,New York,Westchester,5850,171700.0,1998-04-01,HUDSON
1998-04-01,61909,10805,New Rochelle,NY,New York,Westchester,6064,249400.0,1998-04-01,NEWHAVEN
1998-04-01,61889,10603,Greenburgh,NY,New York,Westchester,6127,231800.0,1998-04-01,missing
1998-04-01,61847,10538,Larchmont,NY,New York,Westchester,6435,437000.0,1998-04-01,NEWHAVEN
1998-04-01,61866,10567,Cortlandt Manor,NY,New York,Westchester,6618,187600.0,1998-04-01,missing
1998-04-01,61875,10580,Rye,NY,New York,Westchester,6626,541400.0,1998-04-01,NEWHAVEN
1998-04-01,61856,10549,Mount Kisco,NY,New York,Westchester,6670,354900.0,1998-04-01,HARLEM
1998-04-01,61841,10530,Hartsdale,NY,New York,Westchester,6808,268100.0,1998-04-01,HARLEM
1998-04-01,61892,10606,White Plains,NY,New York,Westchester,7268,256300.0,1998-04-01,HARLEM
1998-04-01,61833,10520,Croton-on-Hudson,NY,New York,Westchester,7477,242600.0,1998-04-01,missing
1998-04-01,61908,10804,New Rochelle,NY,New York,Westchester,7575,343600.0,1998-04-01,NEWHAVEN
1998-04-01,61840,10528,Harrison,NY,New York,Westchester,7979,523100.0,1998-04-01,NEWHAVEN
1998-04-01,61907,10803,Pelham,NY,New York,Westchester,8106,328700.0,1998-04-01,NEWHAVEN
1998-04-01,61867,10570,Pleasantville,NY,New York,Westchester,8198,302300.0,1998-04-01,HARLEM
1998-04-01,61901,10707,Yonkers,NY,New York,Westchester,8312,263300.0,1998-04-01,HUDSON
1998-04-01,61835,10522,Dobbs Ferry,NY,New York,Westchester,8519,309700.0,1998-04-01,HUDSON
1998-04-01,61828,10514,Chappaqua,NY,New York,Westchester,8526,468200.0,1998-04-01,HARLEM
1998-04-01,61879,10589,Somers,NY,New York,Westchester,8588,235700.0,1998-04-01,missing
1998-04-01,61903,10709,Eastchester,NY,New York,Westchester,8767,287200.0,1998-04-01,missing
1998-04-01,61845,10536,Somers,NY,New York,Westchester,8775,341100.0,1998-04-01,missing
1998-04-01,61890,10604,White Plains,NY,New York,Westchester,8873,285100.0,1998-04-01,HARLEM
1998-04-01,61825,10510,Briarcliff Manor,NY,New York,Westchester,8962,367700.0,1998-04-01,missing
1998-04-01,61860,10553,Mount Vernon,NY,New York,Westchester,8967,172000.0,1998-04-01,missing
1998-04-01,61900,10706,Hastings on Hudson,NY,New York,Westchester,8998,300100.0,1998-04-01,HUDSON
1998-04-01,61836,10523,Elmsford,NY,New York,Westchester,9210,217500.0,1998-04-01,missing
1998-04-01,61843,10533,Irvington,NY,New York,Westchester,9586,375000.0,1998-04-01,HUDSON
1998-04-01,61820,10504,North Castle,NY,New York,Westchester,9724,535400.0,1998-04-01,missing
1998-04-01,61854,10547,Yorktown,NY,New York,Westchester,9801,179000.0,1998-04-01,missing
1998-04-01,61880,10590,Lewisboro,NY,New York,Westchester,10031,328800.0,1998-04-01,missing
1998-04-01,61893,10607,Greenburgh,NY,New York,Westchester,10334,235300.0,1998-04-01,missing
1998-04-01,61883,10595,Valhalla,NY,New York,Westchester,10472,268600.0,1998-04-01,HARLEM
1998-04-01,61822,10506,Bedford,NY,New York,Westchester,10568,532500.0,1998-04-01,missing
1998-04-01,61823,10507,Bedford,NY,New York,Westchester,10578,282300.0,1998-04-01,missing
1998-04-01,61818,10502,Ardsley,NY,New York,Westchester,10759,302900.0,1998-04-01,missing
1998-04-01,61871,10576,Pound Ridge,NY,New York,Westchester,10966,466200.0,1998-04-01,missing
1998-04-01,61842,10532,Hawthorne,NY,New York,Westchester,11374,248900.0,1998-04-01,HARLEM
1998-04-01,61863,10560,North Salem,NY,New York,Westchester,11464,274200.0,1998-04-01,missing
1998-04-01,61882,10594,Thornwood,NY,New York,Westchester,11644,289000.0,1998-04-01,missing
1998-04-01,61878,10588,Somers,NY,New York,Westchester,13069,186500.0,1998-04-01,missing
1998-04-01,61846,10537,Cortlandt Manor,NY,New York,Westchester,13340,117800.0,1998-04-01,missing
1998-04-01,61872,10577,Purchase,NY,New York,Westchester,13382,684200.0,1998-04-01,missing
1998-04-01,61838,10526,Goldens Bridge,NY,New York,Westchester,13854,270700.0,1998-04-01,HARLEM
1998-04-01,61853,10546,Chappaqua,NY,New York,Westchester,14350,313700.0,1998-04-01,HARLEM
1998-04-01,61831,10518,Lewisboro,NY,New York,Westchester,14531,302200.0,1998-04-01,missing
1998-04-01,61817,10501,Somers,NY,New York,Westchester,14621,319200.0,1998-04-01,missing
1998-05-01,61895,10701,Yonkers,NY,New York,Westchester,275,189000.0,1998-05-01,HUDSON
1998-05-01,61876,10583,Scarsdale,NY,New York,Westchester,2142,466600.0,1998-05-01,HARLEM
1998-05-01,61905,10801,New Rochelle,NY,New York,Westchester,2355,224300.0,1998-05-01,NEWHAVEN
1998-05-01,61899,10705,Yonkers,NY,New York,Westchester,2384,197100.0,1998-05-01,HUDSON
1998-05-01,61870,10573,Port Chester,NY,New York,Westchester,2897,282100.0,1998-05-01,NEWHAVEN
1998-05-01,61898,10704,Yonkers,NY,New York,Westchester,3165,177400.0,1998-05-01,HUDSON
1998-05-01,61864,10562,Ossining,NY,New York,Westchester,3473,217400.0,1998-05-01,HUDSON
1998-05-01,61904,10710,Yonkers,NY,New York,Westchester,4126,214800.0,1998-05-01,HUDSON
1998-05-01,61886,10598,Yorktown,NY,New York,Westchester,4137,211900.0,1998-05-01,missing
1998-05-01,61902,10708,Eastchester,NY,New York,Westchester,4470,349200.0,1998-05-01,missing
1998-05-01,61865,10566,Peekskill,NY,New York,Westchester,4580,146200.0,1998-05-01,HUDSON
1998-05-01,61881,10591,Sleepy Hollow,NY,New York,Westchester,4983,281800.0,1998-05-01,missing
1998-05-01,61859,10552,Mount Vernon,NY,New York,Westchester,5136,235900.0,1998-05-01,missing
1998-05-01,61851,10543,Mamaroneck,NY,New York,Westchester,5838,318000.0,1998-05-01,NEWHAVEN
1998-05-01,61891,10605,White Plains,NY,New York,Westchester,5843,348700.0,1998-05-01,HARLEM
1998-05-01,61897,10703,Yonkers,NY,New York,Westchester,5850,173000.0,1998-05-01,HUDSON
1998-05-01,61909,10805,New Rochelle,NY,New York,Westchester,6064,249700.0,1998-05-01,NEWHAVEN
1998-05-01,61889,10603,Greenburgh,NY,New York,Westchester,6127,232800.0,1998-05-01,missing
1998-05-01,61847,10538,Larchmont,NY,New York,Westchester,6435,440900.0,1998-05-01,NEWHAVEN
1998-05-01,61866,10567,Cortlandt Manor,NY,New York,Westchester,6618,187600.0,1998-05-01,missing
1998-05-01,61875,10580,Rye,NY,New York,Westchester,6626,544100.0,1998-05-01,NEWHAVEN
1998-05-01,61856,10549,Mount Kisco,NY,New York,Westchester,6670,356600.0,1998-05-01,HARLEM
1998-05-01,61841,10530,Hartsdale,NY,New York,Westchester,6808,269400.0,1998-05-01,HARLEM
1998-05-01,61892,10606,White Plains,NY,New York,Westchester,7268,257700.0,1998-05-01,HARLEM
1998-05-01,61833,10520,Croton-on-Hudson,NY,New York,Westchester,7477,244600.0,1998-05-01,missing
1998-05-01,61908,10804,New Rochelle,NY,New York,Westchester,7575,345500.0,1998-05-01,NEWHAVEN
1998-05-01,61840,10528,Harrison,NY,New York,Westchester,7979,527200.0,1998-05-01,NEWHAVEN
1998-05-01,61907,10803,Pelham,NY,New York,Westchester,8106,330700.0,1998-05-01,NEWHAVEN
1998-05-01,61867,10570,Pleasantville,NY,New York,Westchester,8198,304000.0,1998-05-01,HARLEM
1998-05-01,61901,10707,Yonkers,NY,New York,Westchester,8312,264600.0,1998-05-01,HUDSON
1998-05-01,61835,10522,Dobbs Ferry,NY,New York,Westchester,8519,311800.0,1998-05-01,HUDSON
1998-05-01,61828,10514,Chappaqua,NY,New York,Westchester,8526,469200.0,1998-05-01,HARLEM
1998-05-01,61879,10589,Somers,NY,New York,Westchester,8588,237400.0,1998-05-01,missing
1998-05-01,61903,10709,Eastchester,NY,New York,Westchester,8767,288200.0,1998-05-01,missing
1998-05-01,61845,10536,Somers,NY,New York,Westchester,8775,342700.0,1998-05-01,missing
1998-05-01,61890,10604,White Plains,NY,New York,Westchester,8873,287700.0,1998-05-01,HARLEM
1998-05-01,61825,10510,Briarcliff Manor,NY,New York,Westchester,8962,370100.0,1998-05-01,missing
1998-05-01,61860,10553,Mount Vernon,NY,New York,Westchester,8967,172600.0,1998-05-01,missing
1998-05-01,61900,10706,Hastings on Hudson,NY,New York,Westchester,8998,302500.0,1998-05-01,HUDSON
1998-05-01,61836,10523,Elmsford,NY,New York,Westchester,9210,218300.0,1998-05-01,missing
1998-05-01,61843,10533,Irvington,NY,New York,Westchester,9586,376200.0,1998-05-01,HUDSON
1998-05-01,61820,10504,North Castle,NY,New York,Westchester,9724,537200.0,1998-05-01,missing
1998-05-01,61854,10547,Yorktown,NY,New York,Westchester,9801,179900.0,1998-05-01,missing
1998-05-01,61880,10590,Lewisboro,NY,New York,Westchester,10031,332200.0,1998-05-01,missing
1998-05-01,61893,10607,Greenburgh,NY,New York,Westchester,10334,236200.0,1998-05-01,missing
1998-05-01,61883,10595,Valhalla,NY,New York,Westchester,10472,270000.0,1998-05-01,HARLEM
1998-05-01,61822,10506,Bedford,NY,New York,Westchester,10568,536800.0,1998-05-01,missing
1998-05-01,61823,10507,Bedford,NY,New York,Westchester,10578,282700.0,1998-05-01,missing
1998-05-01,61818,10502,Ardsley,NY,New York,Westchester,10759,305100.0,1998-05-01,missing
1998-05-01,61871,10576,Pound Ridge,NY,New York,Westchester,10966,468700.0,1998-05-01,missing
1998-05-01,61842,10532,Hawthorne,NY,New York,Westchester,11374,250000.0,1998-05-01,HARLEM
1998-05-01,61863,10560,North Salem,NY,New York,Westchester,11464,276400.0,1998-05-01,missing
1998-05-01,61882,10594,Thornwood,NY,New York,Westchester,11644,290400.0,1998-05-01,missing
1998-05-01,61878,10588,Somers,NY,New York,Westchester,13069,188200.0,1998-05-01,missing
1998-05-01,61846,10537,Cortlandt Manor,NY,New York,Westchester,13340,118400.0,1998-05-01,missing
1998-05-01,61872,10577,Purchase,NY,New York,Westchester,13382,692000.0,1998-05-01,missing
1998-05-01,61838,10526,Goldens Bridge,NY,New York,Westchester,13854,270900.0,1998-05-01,HARLEM
1998-05-01,61853,10546,Chappaqua,NY,New York,Westchester,14350,317100.0,1998-05-01,HARLEM
1998-05-01,61831,10518,Lewisboro,NY,New York,Westchester,14531,302400.0,1998-05-01,missing
1998-05-01,61817,10501,Somers,NY,New York,Westchester,14621,321100.0,1998-05-01,missing
1998-06-01,61895,10701,Yonkers,NY,New York,Westchester,275,190100.0,1998-06-01,HUDSON
1998-06-01,61876,10583,Scarsdale,NY,New York,Westchester,2142,469700.0,1998-06-01,HARLEM
1998-06-01,61905,10801,New Rochelle,NY,New York,Westchester,2355,225400.0,1998-06-01,NEWHAVEN
1998-06-01,61899,10705,Yonkers,NY,New York,Westchester,2384,198300.0,1998-06-01,HUDSON
1998-06-01,61870,10573,Port Chester,NY,New York,Westchester,2897,283500.0,1998-06-01,NEWHAVEN
1998-06-01,61898,10704,Yonkers,NY,New York,Westchester,3165,178100.0,1998-06-01,HUDSON
1998-06-01,61864,10562,Ossining,NY,New York,Westchester,3473,217900.0,1998-06-01,HUDSON
1998-06-01,61904,10710,Yonkers,NY,New York,Westchester,4126,215300.0,1998-06-01,HUDSON
