Month,RegionName,lower,upper,predicted
2018-10-01,10504,932748.2990250315,1153067.2284304912,1042907.7637277613
2018-10-01,10547,343590.8977710945,387664.73530770565,365627.8165394001
2018-10-01,10590,393032.20008677326,612295.1543047461,502663.67719575966
2018-10-01,10607,503759.2509957827,561655.0203048871,532707.1356503349
2018-10-01,10595,549453.7943194117,610803.4232076653,580128.6087635385
2018-10-01,10506,813916.2959284137,978652.6356542762,896284.465791345
2018-10-01,10507,464107.26244691643,577605.4958260872,520856.3791365018
2018-10-01,10502,601923.3452474686,703916.698147671,652920.0216975698
2018-10-01,10576,764678.2609398079,851809.542080634,808243.901510221
2018-10-01,10532,408545.69475683686,499402.30829300184,453974.00152491935
2018-10-01,10560,430491.17440493923,588572.2570816921,509531.71574331564
2018-10-01,10594,595703.3443601528,658389.5001746655,627046.4222674092
2018-10-01,10588,369509.4413088531,421917.7744569052,395713.60788287915
2018-10-01,10537,230283.1734055206,273637.420823024,251960.29711427228
2018-10-01,10577,928699.9597586571,1199829.6138698296,1064264.7868142433
2018-10-01,10526,396618.1952163562,502563.48642889387,449590.84082262503
2018-10-01,10546,598557.1181551056,707553.8087776235,653055.4634663645
2018-10-01,10518,502635.20799059875,626678.8907088946,564657.0493497467
2018-10-01,10501,542538.1350668811,647923.2205384674,595230.6778026742
2018-11-01,10701,431310.36269317154,505404.3791281939,468357.3709106827
2018-11-01,10583,995001.9881249149,1134915.314292733,1064958.651208824
2018-11-01,10801,483389.0569968334,543687.0815015449,513538.06924918917
2018-11-01,10705,450381.2987257771,533554.9969763499,491968.14785106346
2018-11-01,10550,240429.72345704626,364872.51419611875,302651.1188265825
2018-11-01,10573,619144.5810981526,694348.2118159542,656746.3964570534
2018-11-01,10704,441049.28163889586,508058.2421488906,474553.76189389324
2018-11-01,10562,401481.77687494195,453369.73256568116,427425.75472031155
2018-11-01,10710,484011.4835034335,543429.7582325522,513720.62086799287
2018-11-01,10598,424745.97621378046,482206.20524886006,453476.09073132026
2018-11-01,10708,947656.8211526879,1172837.4921849957,1060247.1566688418
2018-11-01,10566,276988.7234852371,343313.91311057424,310151.3182979057
2018-11-01,10591,569405.6286890098,656637.9493361836,613021.7890125967
2018-11-01,10552,515373.64555504464,635742.7194906602,575558.1825228524
2018-11-01,10543,719471.9207241994,858966.0904429883,789219.0055835939
2018-11-01,10605,758964.4262870116,856131.1792807713,807547.8027838914
2018-11-01,10703,403459.9432397323,465910.397789247,434685.17051448964
2018-11-01,10805,550650.341513376,709578.974332989,630114.6579231825
2018-11-01,10603,469958.5306603102,536347.9283799132,503153.2295201117
2018-11-01,10538,1189449.702270511,1379287.8953478257,1284368.7988091684
2018-11-01,10567,369851.4288399431,436927.1689821585,403389.2989110508
2018-11-01,10580,1583334.9976397501,1827086.6485512378,1705210.823095494
2018-11-01,10549,686996.4059288985,830334.2605821089,758665.3332555037
2018-11-01,10530,587064.7747287711,669597.4017439636,628331.0882363673
2018-11-01,10606,597832.2251886982,665533.2383663193,631682.7317775087
2018-11-01,10520,492620.95813444105,584716.2965247192,538668.6273295801
2018-11-01,10804,697643.1686506688,798007.1819150944,747825.1752828816
2018-11-01,10528,1080249.9249167405,1377696.6834339774,1228973.304175359
2018-11-01,10803,883786.5428686163,1046776.5798835824,965281.5613760994
2018-11-01,10570,604251.0904343815,706935.216525171,655593.1534797762
2018-11-01,10707,601600.9995628867,682338.2539704625,641969.6267666746
2018-11-01,10522,690948.7113872226,796720.5429964324,743834.6271918275
2018-11-01,10514,844126.5856949099,1042513.1841470798,943319.8849209949
2018-11-01,10589,411620.4098310821,483170.31508553156,447395.36245830683
2018-11-01,10709,653948.1879541718,750297.7888508027,702122.9884024872
2018-11-01,10536,610724.401390307,706182.2046793486,658453.3030348278
2018-11-01,10604,641684.9293500882,726399.7809472304,684042.3551486593
2018-11-01,10510,713268.0408450587,823419.0757634415,768343.5583042501
2018-11-01,10553,274932.71139543137,365869.2382194775,320400.97480745445
2018-11-01,10706,761023.534348521,907373.0662502236,834198.3002993723
2018-11-01,10523,371536.7561720273,464467.3686417991,418002.0624069132
2018-11-01,10533,821992.6278799318,1010718.8042835605,916355.7160817462
2018-11-01,10504,929610.6025749512,1194438.8443009185,1062024.7234379349
2018-11-01,10547,339707.153741925,392732.75140068645,366219.95257130574
2018-11-01,10590,369384.02360479895,634165.5699344483,501774.79676962364
2018-11-01,10607,504319.7485226711,573235.6554449812,538777.7019838261
2018-11-01,10595,545298.6349339635,615947.1858954338,580622.9104146987
2018-11-01,10506,804628.4579808228,1002801.6402413112,903715.049111067
2018-11-01,10507,449870.11023824004,586498.7322613314,518184.4212497857
2018-11-01,10502,587384.32709059,711456.6402046112,649420.4836476006
2018-11-01,10576,760955.7798149148,855532.0232055271,808243.901510221
2018-11-01,10532,389052.2067006214,498210.73179902055,443631.469249821
2018-11-01,10560,412318.5674572425,606565.3275791155,509441.947518179
2018-11-01,10594,591140.3317939136,666128.8599578403,628634.595875877
2018-11-01,10588,366707.57117094856,424720.04176632874,395713.80646863865
2018-11-01,10537,228823.77225393782,280671.60676420643,254747.68950907214
2018-11-01,10577,910738.8910747704,1218349.6789935122,1064544.2850341413
2018-11-01,10526,392093.1088591073,507088.57278614276,449590.84082262503
2018-11-01,10546,597418.0162893063,728465.9002857793,662941.9582875428
2018-11-01,10518,497346.8085924128,631967.2901478631,564657.049370138
2018-11-01,10501,532169.071598861,658993.6975212995,595581.3845600802
2018-12-01,10701,425499.30317712564,513710.00902837364,469604.65610274964
2018-12-01,10583,982711.9539584748,1147733.9777231428,1065222.9658408088
2018-12-01,10801,475808.49462705594,546544.3472588473,511176.42094295163
2018-12-01,10705,444768.4703581801,542908.4672383898,493838.46879828494
2018-12-01,10550,229507.02139197366,375792.7090198759,302649.8652059248
2018-12-01,10573,619375.3198355901,707659.9395707938,663517.6297031919
2018-12-01,10704,438134.610788387,517196.0114602725,477665.31112432975
2018-12-01,10562,398698.5295984712,459496.0912823496,429097.3104404104
2018-12-01,10710,480312.83298024704,550212.5090161852,515262.6709982161
2018-12-01,10598,420538.7003625552,488349.0268026865,454443.86358262086
2018-12-01,10708,950334.4415751882,1219051.5013482715,1084692.9714617298
2018-12-01,10566,275147.04528384947,352908.5825984238,314027.81394113664
2018-12-01,10591,560304.0260844064,662788.8724446379,611546.4492645222
2018-12-01,10552,512998.1561941659,655077.4951508952,584037.8256725306
2018-12-01,10543,708639.7798987383,874418.7846081397,791529.282253439
2018-12-01,10605,760057.6131814991,874278.3974200708,817168.005300785
2018-12-01,10703,399698.0170673703,473002.90656834346,436350.4618178569
2018-12-01,10805,539645.9799600369,726592.3171764773,633119.1485682571
2018-12-01,10603,467421.90537196,538885.3107852918,503153.6080786259
2018-12-01,10538,1184283.950820251,1407689.2502622195,1295986.6005412352
2018-12-01,10567,366510.45113370975,445317.320606516,405913.88587011286
2018-12-01,10580,1569130.4155937117,1840055.1551258047,1704592.7853597582
2018-12-01,10549,680364.1254275639,849413.5438929831,764888.8346602735
2018-12-01,10530,583088.7837299423,680391.2559394652,631740.0198347038
2018-12-01,10606,595424.8775422038,675115.4958922982,635270.186717251
2018-12-01,10520,483869.00446990505,591844.2613038912,537856.6328868981
2018-12-01,10804,692400.5262089543,805775.1439852045,749087.8350970794
2018-12-01,10528,1060048.792441379,1410486.817630811,1235267.805036095
2018-12-01,10803,882669.5588391125,1074466.7276519383,978568.1432455254
2018-12-01,10570,597777.9046393617,718618.164449696,658198.0345445288
2018-12-01,10707,597541.6084650573,692497.0626083987,645019.335536728
2018-12-01,10522,683983.0027220858,808724.0733329371,746353.5380275114
2018-12-01,10514,835692.4145251375,1073298.3611455823,954495.3878353599
2018-12-01,10589,407589.3032923224,488096.4974166721,447842.90035449725
2018-12-01,10709,646598.959919614,760271.8944867186,703435.4272031663
2018-12-01,10536,605116.1635283208,716972.0426685233,661044.103098422
2018-12-01,10604,640076.7628902708,739891.8163501607,689984.2896202158
2018-12-01,10510,709398.1418518029,839227.3897849036,774312.7658183533
2018-12-01,10553,269127.18293722306,370861.15864578966,319994.17079150636
2018-12-01,10706,758954.4808884176,932200.0048836203,845577.2428860189
2018-12-01,10523,364255.4088998948,473658.331542255,418956.8702210749
2018-12-01,10533,804454.7674820757,1029497.2965369333,916976.0320095045
2018-12-01,10504,924341.9250907018,1236557.5356785208,1080449.7303846113
2018-12-01,10547,335576.0271531318,397988.28882156836,366782.1579873501
2018-12-01,10590,344374.1010315202,657415.1247350118,500894.612883266
2018-12-01,10607,504634.42692080815,585357.7502011862,544996.0885609972
2018-12-01,10595,541234.2290338613,620780.55452336,581007.3917786106
2018-12-01,10506,794649.770749613,1027822.8844895393,911236.3276195761
2018-12-01,10507,435068.23101994826,595783.8200531314,515426.02553653985
2018-12-01,10502,572135.7079492145,719643.5185524115,645889.613250813
2018-12-01,10576,757505.6726425342,858982.1303779077,808243.901510221
2018-12-01,10532,368800.1565672871,497029.4983425802,432914.82745493366
2018-12-01,10560,392949.33414242975,625755.024443655,509352.1792930424
2018-12-01,10594,586491.0297479164,674276.582588414,630383.8061681652
2018-12-01,10588,364131.9134697513,427295.90212820837,395713.90779897984
2018-12-01,10537,227562.1344305227,288446.03032165824,258004.0823760905
2018-12-01,10577,894045.7935186664,1235249.536803235,1064647.6651609507
2018-12-01,10526,387899.0489912176,511282.63265403244,449590.84082262503
2018-12-01,10546,596547.8986134523,750468.4908846616,673508.194749057
2018-12-01,10518,492444.6666198706,636869.4321196824,564657.0493697765
2018-12-01,10501,520527.95672890055,669873.7832377707,595200.8699833356
2019-01-01,10701,419290.30255837133,522410.89725876204,470850.5999085667
2019-01-01,10583,970575.3975793567,1161748.3416742128,1066161.8696267847
2019-01-01,10801,467632.27877533715,549056.2493665466,508344.2640709419
2019-01-01,10705,438804.18154969934,552696.0686501786,495750.125099939
2019-01-01,10550,218092.91220554913,387156.0573783833,302624.4847919662
2019-01-01,10573,619330.1137191656,721489.0292444397,670409.5714818026
2019-01-01,10704,434912.31839450425,526662.6440156639,480787.48120508407
2019-01-01,10562,395686.646171535,465879.5818471571,430783.11400934606
2019-01-01,10710,476435.4729861024,557248.6196486712,516842.0463173868
2019-01-01,10598,416078.5484622197,494764.3822591862,455421.46536070295
2019-01-01,10708,951771.1727610014,1266506.3198532017,1109138.7463071016
2019-01-01,10566,273063.08680921205,362808.9552676989,317936.0210384555
2019-01-01,10591,550748.6220227126,669307.6708560952,610028.1464394039
2019-01-01,10552,510431.6896396879,675194.0706646334,592812.8801521607
2019-01-01,10543,697060.8277252521,890592.2940207496,793826.5608730009
2019-01-01,10605,760989.9456917932,893050.7563408585,827020.3510163259
2019-01-01,10703,395742.5841802443,480528.9033651305,438135.7437726874
2019-01-01,10805,528476.4566797448,744321.7829513262,636399.1198155355
2019-01-01,10603,465053.4139035961,541254.0176961637,503153.7157998799
2019-01-01,10538,1178769.9775163115,1437214.3219948735,1307992.1497555925
2019-01-01,10567,362892.8762972103,454057.3418720932,408475.10908465175
2019-01-01,10580,1555848.8821064164,1852435.0411992841,1704141.9616528503
2019-01-01,10549,673081.3443899851,869186.681667367,771134.013028676
2019-01-01,10530,578782.628768061,691568.636159085,635175.632463573
2019-01-01,10606,592691.1872080024,684986.1083671416,638838.647787572
2019-01-01,10520,474661.7943078758,599315.0063393308,536988.4003236033
2019-01-01,10804,687147.3684497612,813089.5297087979,750118.4490792796
2019-01-01,10528,1038533.668195282,1444872.608749637,1241703.1384724595
2019-01-01,10803,880648.0017306008,1102794.850134907,991721.425932754
2019-01-01,10570,590918.8463048136,730827.7481026151,660873.2972037144
2019-01-01,10707,593326.4709525077,703100.1277566847,648213.2993545962
2019-01-01,10522,676597.0745751782,821297.3655657585,748947.2200704684
2019-01-01,10514,826116.643586512,1105225.137912938,965670.8907497249
2019-01-01,10589,403672.9338507285,492689.38528925966,448181.1595699941
2019-01-01,10709,638798.3461518256,770686.14380848,704742.2449801528
2019-01-01,10536,599090.3532925996,728218.6057509859,663654.4795217927
2019-01-01,10604,638152.5193250724,753816.1318160705,695984.3255705715
2019-01-01,10510,705114.6915340119,855617.5679656765,780366.1297498442
2019-01-01,10553,263660.7537683603,375696.95200054516,319678.85288445273
2019-01-01,10706,756202.6063165684,957758.131959363,856980.3691379657
2019-01-01,10523,356618.4456943509,483284.36672496045,419951.4062096557
2019-01-01,10533,785886.2197643657,1049306.4831860876,917596.3514752266
2019-01-01,10504,917542.3270294768,1279584.0342702852,1098563.180649881
2019-01-01,10547,331227.59200697264,403499.8467248349,367363.71936590376
2019-01-01,10590,318124.02525280195,681894.6380361454,500009.33164447366
2019-01-01,10607,503898.9446217392,597261.0086229751,550579.9766223571
2019-01-01,10595,537283.8078379569,625329.0959919711,581306.451914964
2019-01-01,10506,783778.3623313744,1053630.9847577077,918704.6735445411
2019-01-01,10507,419890.9534218434,605797.2099663782,512844.08169411076
2019-01-01,10502,556234.5982326757,728486.1210518841,642360.3596422799
2019-01-01,10576,754275.6767498176,862212.1262706243,808243.901510221
2019-01-01,10532,347982.92829348,496247.62924546486,422115.27876947244
2019-01-01,10560,372453.6434695871,646071.1786662245,509262.4110679058
2019-01-01,10594,581594.0383464682,683023.3099444588,632308.6741454635
2019-01-01,10588,361740.76528232795,429687.15372524253,395713.95950378524
2019-01-01,10537,225467.42893706012,296029.37265007274,260748.40079356643
2019-01-01,10577,878597.3660016353,1250681.8991091452,1064639.6325553902
2019-01-01,10526,383972.5112356043,515209.17040964577,449590.84082262503
2019-01-01,10546,595710.9209123488,773510.5603613324,684610.7406368406
2019-01-01,10518,487854.7842256878,641459.3145139224,564657.0493698051
2019-01-01,10501,508261.7010460997,680835.6400508407,594548.6705484702
2019-02-01,10701,412705.24443401425,531489.7980549971,472097.52124450565
2019-02-01,10583,957981.3931729987,1176338.638600181,1067160.01588659
2019-02-01,10801,459322.8111452475,551987.1995261229,505655.0053356852
2019-02-01,10705,432459.1345139339,562879.6756924235,497669.4051031787
2019-02-01,10550,206101.33349957824,398930.90188165003,302516.11769061413
2019-02-01,10573,618818.7930189413,735583.3452991995,677201.0691590704
2019-02-01,10704,431380.8182906404,536441.5623792807,483911.1903349606
2019-02-01,10562,392289.9510786113,472422.9719869386,432356.46153277496
2019-02-01,10710,472394.1081135767,564510.9814768853,518452.544795231
2019-02-01,10598,411356.437815897,501447.8727582489,456402.15528707294
2019-02-01,10708,952030.4734099298,1315138.5948929423,1133584.534151436
2019-02-01,10566,270695.7140969972,373003.7467676916,321849.7304323444
2019-02-01,10591,540864.1044954001,676401.9443443739,608633.024419887
2019-02-01,10552,507420.3593359006,695858.9687329938,601639.6640344472
2019-02-01,10543,684758.6981196448,907443.949641685,796101.3238806649
2019-02-01,10605,761343.0868633715,912161.5591889401,836752.3230261558
2019-02-01,10703,391397.3557865977,488308.41997291625,439852.887879757
2019-02-01,10805,517008.04196797044,762985.9225913702,639996.9822796703
2019-02-01,10603,462823.6731628526,543483.8197424551,503153.7464526539
2019-02-01,10538,1171985.6594411575,1467275.988700295,1319630.8240707263
2019-02-01,10567,358951.4885249417,463136.97872339,411044.2336241659
2019-02-01,10580,1543379.814755592,1864246.4143515509,1703813.1145535714
2019-02-01,10549,665091.226906094,889600.8621153366,777346.0445107153
2019-02-01,10530,574127.4388600122,703149.864375104,638638.6516175581
2019-02-01,10606,589624.9784854532,695151.6219841321,642388.3002347926
2019-02-01,10520,465224.380209867,607535.9691884398,536380.1746991534
2019-02-01,10804,681929.3707627176,819989.9434168899,750959.6570898037
2019-02-01,10528,1015546.219792407,1480587.7972712894,1248067.0085318482
2019-02-01,10803,877542.7702457211,1131629.4706878695,1004586.1204667953
2019-02-01,10570,583551.6266835958,743514.2848335735,663532.9557585847
2019-02-01,10707,588697.2955309118,714047.9702663266,651372.6328986192
2019-02-01,10522,668716.86377634,834371.264621464,751544.064198902
2019-02-01,10514,815458.9348547033,1138233.8524734767,976846.39366409
2019-02-01,10589,399885.7499883034,496987.8970317141,448436.82351000875
2019-02-01,10709,630565.9463835753,781545.2159736484,706055.5811786118
2019-02-01,10536,592417.4331807056,739860.7836484988,666139.1084146022
2019-02-01,10604,635871.4210664411,768150.1141658744,702010.7676161578
2019-02-01,10510,700332.6215426902,872535.500050113,786434.0607964016
2019-02-01,10553,258501.4089462254,380367.4743693874,319434.4416578064
2019-02-01,10706,752829.104906363,984049.248322831,868439.176614597
2019-02-01,10523,348537.1506497008,493351.1988399152,420944.174744808
2019-02-01,10533,766339.4474116664,1070093.8919252504,918216.6696684584
2019-02-01,10504,909752.4492858656,1323859.016238418,1116805.7327621419
2019-02-01,10547,326646.3294147379,409285.878080192,367966.10374746495
2019-02-01,10590,290663.334826109,707573.0841095838,499118.2094678464
2019-02-01,10607,502827.67420741223,609334.359385777,556081.0167965946
2019-02-01,10595,533459.2417644314,629618.8963969902,581539.0690807108
2019-02-01,10506,771898.3818103537,1080316.3151403603,926107.348475357
2019-02-01,10507,404146.0565580445,616597.6099682925,510371.8332631685
2019-02-01,10502,539717.9829692553,737963.2969101517,638840.6399397035
2019-02-01,10576,751228.3711790113,865259.4318414306,808243.901510221
2019-02-01,10532,326806.91366750514,496200.99563375744,411503.9546506313
2019-02-01,10560,350890.55903377,667454.7266517683,509172.64284276916
2019-02-01,10594,576221.7652612765,692098.9815079625,634160.3733846195
2019-02-01,10588,359502.26610418,431925.7056691637,395713.9858866719
2019-02-01,10537,222858.0107476903,303534.2182464378,263196.11449706403
2019-02-01,10577,864307.2820497097,1264830.7745266177,1064569.0282881637
2019-02-01,10526,380268.0222401982,518913.65940505185,449590.84082262503
2019-02-01,10546,593999.5987124696,796990.7191015169,695495.1589069932
2019-02-01,10518,483524.14827464503,645789.9504649641,564657.0493698046
2019-02-01,10501,495842.9793883105,692587.1383284809,594215.0588583957
2019-03-01,10701,405760.646929828,540927.569819234,473344.108374531
2019-03-01,10583,944425.1346183263,1191173.6779553525,1067799.4062868394
2019-03-01,10801,451063.9921034191,555657.1392266265,503360.5656650228
2019-03-01,10705,425730.6378339473,573416.5918296758,499573.6148318116
2019-03-01,10550,193541.77103907673,411211.3705205177,302376.5707797972
2019-03-01,10573,617931.8513534241,749890.5248901937,683911.1881218089
2019-03-01,10704,427550.5807832915,546511.862790079,487031.22178668523
2019-03-01,10562,388633.8723611884,479150.0367805867,433891.95457088755
2019-03-01,10710,468118.37049243023,572004.1541755364,520061.26233398326
2019-03-01,10598,406374.0078810906,508385.2029265219,457379.60540380626
2019-03-01,10708,951166.9457841802,1364893.689747609,1158030.3177658946
2019-03-01,10566,268035.4363099114,383466.13840288995,325750.7873564007
2019-03-01,10591,530652.669005274,683932.0725968248,607292.3708010494
2019-03-01,10552,503739.3605175359,716929.4692297475,610334.4148736417
2019-03-01,10543,671820.8710571148,924977.9624394826,798399.4167482987
2019-03-01,10605,761079.376365644,931547.6729993423,846313.5246824932
2019-03-01,10703,386710.32001109,496261.7934917547,441486.05675142235
2019-03-01,10805,504752.7918668248,782422.5461820259,643587.6690244253
2019-03-01,10603,460710.88085513597,545596.6294950588,503153.7551750974
2019-03-01,10538,1163937.3776872414,1497882.9723202563,1330910.1750037489
2019-03-01,10567,354702.688733641,472487.8696417135,413595.27918767725
2019-03-01,10580,1531625.4593669754,1875521.0217101942,1703573.2405385848
2019-03-01,10549,656448.6080961655,910632.5603104926,783540.584203329
2019-03-01,10530,569096.8487896966,715100.9101117314,642098.879450714
2019-03-01,10606,586266.6597672608,705616.2555314549,645941.4576493578
2019-03-01,10520,455480.7597441807,616288.2867909196,535884.5232675502
2019-03-01,10804,676778.30500426,826514.2336976943,751646.2693509771
2019-03-01,10528,991208.6378664894,1517504.5728904114,1254356.6053784504
2019-03-01,10803,873736.3583769173,1161179.4961222056,1017457.9272495614
2019-03-01,10570,575684.6962909566,756618.6336533935,666151.664972175
2019-03-01,10707,583582.5162559837,725285.3213116789,654433.9187838313
2019-03-01,10522,660335.446765766,847881.6627797966,754108.5547727813
2019-03-01,10514,803770.4507385346,1172273.3424183754,988021.896578455
2019-03-01,10589,396233.1420461004,501026.97811483097,448630.0600804657
2019-03-01,10709,621913.5699597732,792833.196810999,707373.3833853861
2019-03-01,10536,585276.2729465337,751877.5227305121,668576.8978385229
2019-03-01,10604,633199.2216536134,782841.915230103,708020.5684418582
2019-03-01,10510,695025.1745602243,889909.5395780731,792467.3570691487
2019-03-01,10553,253618.91762423402,384871.0698536164,319244.9937389252
2019-03-01,10706,748809.6964061224,1011017.2181067854,879913.4572564539
2019-03-01,10523,340009.2378885349,503821.2399941704,421915.23894135264
2019-03-01,10533,745859.6656844734,1091814.310954254,918836.9883193636
2019-03-01,10504,901078.6920410984,1369461.835102529,1135270.2635718137
2019-03-01,10547,321824.50299589237,415304.4658646144,368564.4844302534
2019-03-01,10590,262014.23175938657,734439.1775747382,498226.7046670624
2019-03-01,10607,501946.1779665551,622033.7090681496,561989.9435173523
2019-03-01,10595,529765.0259108539,633674.9842570468,581720.0050839504
2019-03-01,10506,759123.404131785,1107909.9743173576,933516.6892245713
2019-03-01,10507,387687.41344852943,627979.9232984498,507833.66837348964
2019-03-01,10502,522603.54927915474,748022.1730638067,635312.8611714807
2019-03-01,10576,748335.8710459439,868151.931974498,808243.901510221
2019-03-01,10532,305243.06336423755,496742.6063838387,400992.8348740381
2019-03-01,10560,328310.70488119253,689855.0443540725,509082.87461763254
2019-03-01,10594,570451.242949812,701322.9601855213,635887.1015676666
2019-03-01,10588,357391.9331924489,434036.0655051507,395713.9993487998
2019-03-01,10537,220416.12144526068,311548.14122276375,265982.1313340122
2019-03-01,10577,851057.7125660217,1277883.0884520977,1064470.4005090597
2019-03-01,10526,376751.6949281732,522429.98671707686,449590.84082262503
2019-03-01,10546,591257.2379914261,820699.9072665712,705978.5726289987
2019-03-01,10518,479413.238163556,649900.8605760531,564657.0493698046
2019-03-01,10501,483155.1886915164,705299.0175874692,594227.1031394928
2019-04-01,10701,398471.61130943015,550709.7717581044,474590.6915337673
2019-04-01,10583,929993.5947903362,1206397.072206621,1068195.3334984786
2019-04-01,10801,442630.12205003283,559690.6989865318,501160.4105182823
2019-04-01,10705,418647.97691219964,584294.1696009613,501471.07325658045
2019-04-01,10550,180484.44015453281,424044.4622677984,302264.4512111656
2019-04-01,10573,616810.1316550196,764525.4798872956,690667.8057711576
2019-04-01,10704,423438.90782387066,556860.7582833263,490149.8330535985
2019-04-01,10562,384855.6427135535,486114.4843309709,435485.0635222622
2019-04-01,10710,463563.8525923526,579736.7122120782,521650.28240221535
2019-04-01,10598,401147.1521635806,515562.14527143963,458354.6487175101
2019-04-01,10708,949228.2556330316,1415723.9498804873,1182476.1027567594
2019-04-01,10566,265108.9860217334,394179.9698333427,329644.47792753804
2019-04-01,10591,520061.2941225257,691723.9153149372,605892.6047187315
2019-04-01,10552,499430.92507182015,738435.9956223385,618933.4603470793
2019-04-01,10543,658234.0499266845,943139.1937881298,800686.6218574072
2019-04-01,10605,760432.5710693712,951326.9606745148,855879.765871943
2019-04-01,10703,381821.79367463,504463.6474071923,443142.72054091113
2019-04-01,10805,491558.9257057416,802388.6870772869,646973.8063915143
2019-04-01,10603,458698.37976799917,547609.1355462502,503153.75765712466
2019-04-01,10538,1155189.3797030752,1529343.3014430595,1342266.3405730673
2019-04-01,10567,350190.97004669457,482084.5257264658,416137.7478865802
2019-04-01,10580,1520500.6933529377,1886295.841294265,1703398.2673236013
2019-04-01,10549,647223.0891829781,932267.9548101962,789745.5219965872
2019-04-01,10530,563705.8878125604,727383.707239849,645544.7975262047
2019-04-01,10606,582644.2438047506,716364.2179398703,649504.2308723105
2019-04-01,10520,445286.73595618934,625239.0153110275,535262.8756336084
2019-04-01,10804,671715.7444145129,832697.6492969062,752206.6968557095
2019-04-01,10528,965684.8547947743,1555652.7102941247,1260668.7825444494
2019-04-01,10803,869441.8124834991,1191520.4070194326,1030481.1097514658
2019-04-01,10570,567404.9212785331,770128.5117089893,668766.7164937612
2019-04-01,10707,578117.8662547253,736835.5847626049,657476.7255086651
2019-04-01,10522,651507.0554043085,861820.4357279458,756663.7455661271
2019-04-01,10514,791095.7052457265,1207299.0937399135,999197.39949282
2019-04-01,10589,392714.83729748224,504837.3879777715,448776.1126376269
2019-04-01,10709,612855.8660685661,804524.6070594018,708690.236563984
2019-04-01,10536,577878.181953625,764282.4848691972,671080.3334114111
2019-04-01,10604,630157.8873610959,797867.0461985687,714012.4667798323
2019-04-01,10510,689246.2426459274,907720.8263912821,798483.5345186047
2019-04-01,10553,248985.51785702066,389210.7789642086,319098.14841061464
2019-04-01,10706,744136.2034833905,1038609.4351915607,891372.8193374756
2019-04-01,10523,331099.0189233944,514661.27015002375,422880.14453670906
2019-04-01,10533,724486.3495051744,1114428.2641061428,919457.3068056586
2019-04-01,10504,891380.0134868639,1416240.72105684,1153810.367271852
2019-04-01,10547,316778.8166234854,421523.3112024936,369151.0639129895
2019-04-01,10590,232223.00515381573,762451.9587336129,497337.4819437143
2019-04-01,10607,500816.7342692711,635071.9253236391,567944.3297964551
2019-04-01,10595,526200.9162178275,637520.5679089122,581860.7420633698
2019-04-01,10506,745590.1211861381,1136336.2786354432,940963.1999107907
2019-04-01,10507,370602.2739720722,639816.5810416349,505209.42750685354
2019-04-01,10502,504923.0093755555,758653.2613038217,631788.1353396886
2019-04-01,10576,745576.7368283207,870911.0661921212,808243.901510221
2019-04-01,10532,283188.2753292988,497618.8733338772,390403.574331588
2019-04-01,10560,304758.10869794653,713228.1040870453,508993.1063924959
2019-04-01,10594,564462.5531397613,710816.191988762,637639.3725642617
2019-04-01,10588,355390.7443077248,436037.2681282418,395714.0062179833
2019-04-01,10537,217945.3320174087,319965.6325793195,268955.4822983641
2019-04-01,10577,838720.4462039524,1290012.4307240995,1064366.438464026
2019-04-01,10526,373397.4738340583,525784.2078111918,449590.84082262503
2019-04-01,10546,587995.866339786,844904.6833362994,716450.2748380427
2019-04-01,10518,475491.65777745994,653822.4409621492,564657.0493698046
2019-04-01,10501,469850.87495958945,718596.0740373523,594223.4744984709
2019-05-01,10701,390851.6060618429,560823.1008127393,475837.3534372911
2019-05-01,10583,915049.657851438,1222267.572720964,1068658.615286201
2019-05-01,10801,433791.377369727,563675.9132027784,498733.6452862527
2019-05-01,10705,411235.77149660204,595510.3657753586,503373.0686359803
2019-05-01,10550,166978.30305238845,437388.4348375887,302183.3689449886
2019-05-01,10573,615440.8445518182,779512.2708807786,697476.5577162984
2019-05-01,10704,419058.7339024446,567480.2980408436,493269.5159716441
2019-05-01,10562,380928.96108297893,493302.84207146656,437115.90157722274
2019-05-01,10710,458749.9085196328,587704.9455409498,523227.4270302913
2019-05-01,10598,395690.9114149845,522969.69208071113,459330.3017478478
2019-05-01,10708,946256.4727802477,1467587.3018192323,1206921.88729974
2019-05-01,10566,261941.75408859877,405140.749084765,333541.2515866819
2019-05-01,10591,509098.2666723176,699795.5167852996,604446.8917288086
2019-05-01,10552,494655.3266979923,760453.0248797619,627554.1757888771
2019-05-01,10543,644035.8185675701,961912.5294597708,802974.1740136704
2019-05-01,10605,759525.6381168618,971557.807645182,865541.7228810219
2019-05-01,10703,376748.13085046376,512958.63617992145,444853.3835151926
2019-05-01,10805,477674.3223108869,822839.9454127258,650257.1338618064
2019-05-01,10603,456773.1186105265,549534.3981162765,503153.75836340146
2019-05-01,10538,1145984.1750704113,1561730.7338790118,1353857.4544747116
2019-05-01,10567,345433.68224470445,491942.38171406346,418688.03197938396
2019-05-01,10580,1509932.0715681696,1896609.198658146,1703270.6351131578
2019-05-01,10549,637436.5885029372,954484.7192865771,795960.6538947572
2019-05-01,10530,557987.6866143497,739985.8658895148,648986.7762519323
2019-05-01,10606,578760.2350234475,727375.8922723508,653068.0636478992
2019-05-01,10520,434667.9805603711,634400.5105742972,534534.2455673341
